,text,weight
1994,Khách 5730: 1m55 46kg,46kg
1995,Khách 5733: e 1m57 nặg 48kg,48kg
1996,Khách 5735: E 43kg -1m55,43kg
1997,Khách 5737: 52kg m158 mặc size nào v shop,52kg
1998,Khách 5738: Cao 168 nặng 65,65
1999,Khách 5742: E cao m5 nặng 40kg,40kg
2000,Khách 5758: E 1m60 56kg eo 75,56kg
2001,Khách 5762: Mẫu này 51kg nặng 1m57 vừa ko shop,51kg
2002,Khách 5765: Dạ e cao 1m62 nặng 51kg mặc size nào shop,51kg
2003,Khách 5775: M53 58ky,58ky
2004,Khách 5778: Dạ e cao 1m60 nặng 43kg k biết mặc size S đc ko ạ,43kg
2005,Khách 5804: Em cao 1m50 nặng 40kg mặc vừa k ạ,40kg
2006,Khách 5809: 1m 52 60kg,60kg
2007,Khách 5825: 160 53kg,53kg
2008,Khách 5865: 1m56 nặng 53 kg ạ,53 kg
2009,Khách 5867: 1m65 nặng 46 cân ạ,46 cân
2010,"Khách 5871: M53,44kg ạ",44kg
2011,Khách 5872: E m55 42kg thì mặc size j dk ạ,42kg
2012,Khách 5877: Mình cao 1m6 nặng 46kg,46kg
2013,Khách 5878: e cao m6 nặng 56kg,56kg
2014,Khách 5881: Size s khoang bao kg va cao bn vua ak?,Khách 5881: Size s khoang bao kg va cao bn vua ak?
2015,Khách 5889: Em cao có 1m5 năng 42kg măc vừa ko ạ,42kg
2016,Khách 5890: 1m58 nặng 55kg,55kg
2017,Khách 5893: Cao 1m 60 45ky ạ,45ky
2018,"Khách 5902: Lấy mjh cái váy này .mjh nặng 45kg, cao 1m50",45kg
2019, Khách 9403: Chị cho e hỏi đầm đỏ cao 1m50 nag 40kg mặc vừa k ạ ?,40kg
2020, Khách 9408: Shop cho em hỏi size S cao và nặng bao nhiêu thì mặc vừa ạ, Khách 9408: Shop cho em hỏi size S cao và nặng bao nhiêu thì mặc vừa ạ
2021, Shop: dạ 1m53 40kg nha c,40kg
2022, Khách 9431: E cao 1m67 55 kg,55 kg
2023, Khách 9462: 52 51kg 157m,52 51kg
2024," Khách 9471: Sz 52 kg.1,m50",52 kg
2025, Khách 9493: Chị 59ký cao mét 62 thì mặc size mấy,59ký
2026, Khách 9493: 58ky Cao 1m62 vừa k em. Chất vải co Giang là chị mặc vừa,58ky
2027, Khách 9511: E 48 kg cao 1m51 Mac sz j,48 kg
2028," Khách 9511: 49kg , cao 1m 52",49kg
2029, Shop: MẪU 1M53 NẶNG 43KG Ạ,43KG
2030, Khách 9525: E nặng 54kg cao 1m55,54kg
2031," Khách 9543: Size S c. 40 ki, 1m50",40 ki
2032, Khách 9543: Vàng 215. 40ki cao 1m50 vừa k c???  Điên thoại :xxxxx,40ki
2033," Khách 9543: Mẫu này còn k c?  40ki, cao 1m50",40ki
2034, Khách 10764: 44kg 1m50 mac size j a,44kg
2035, Khách 10766: 52ki 1m55.eo tren 74ạ,52ki
2036, Khách 10769: Chi nang 55kg caoo 1.66 sai gi en,55kg
2037, Khách 10769: Cao 1.66 nang 55kg,55kg
2038, Khách 10769: Dam xanh dam co ao khoac. Cao 1.66 nang 55kg.xxxxx,55kg
2039, Khách 10770: 49kg 1m56,49kg
2040, Khách 10770: Alo shop ơi cho hỏi mình 49kg cao 1m56 thì nên mua size nào nhỉ tư vấn giúp mình nhé,49kg
2041, Khách 10864: Mình cao 1m53 nặng 48 ký có size k ak,48 ký
2042, Khách 4056: E cao 1m52.nặng 47kg ạ..,47kg
2043," Khách 4056: E cao 1m52 ,nặng 47kg nha shop",47kg
2044, 1m47 nặng 40 cân,40 
2045, Khách 4070: 55 kg cao 1m55,55 kg
2046, Khách 4083: Mẫu này 1.58 nặng 55 kí vừa không shop,55 kí
2047," Khách 4083: Cho c hỏi c 1.58 nặng 55 kg, size nào vừa",55 kg
2048, Shop: đầm pên e khoảng 52kg trên m6 mặc vua nhha  c,52kg
2049, Khách 4106: Cho em hỏi shop có đồ size cho 70 kg cao 1m65 ko ạ,70 kg
2050, Khách 4110: 52kg cao 1m59 nhe c,52kg
2051," Khách 4119: E cao 1m50 , nặng 50kg",50kg
2052, Khách 4121: Em cao 1m6 nặng 49kg,49kg
2053, Khách 4162: C cao 1m66 nặng 55kg mặc sz gì,55kg
2054,Khách 1325: m42 45kg vừa k shop,45kg
2055,Khách 1326: T cao 1m59 nặng 49kg,49kg
2056,"Khách 1327: Cao 1m58, nặng 50kg  mặc size nào vậy",50kg
