,text,height
2006,Khách 5809: 1m 52 60kg,1m 52
2007,Khách 5825: 160 53kg,160
2008,Khách 5865: 1m56 nặng 53 kg ạ,1m56
2009,Khách 5867: 1m65 nặng 46 cân ạ,1m65
2010,"Khách 5871: M53,44kg ạ",M53
2011,Khách 5872: E m55 42kg thì mặc size j dk ạ,m55
2012,Khách 5877: Mình cao 1m6 nặng 46kg,1m6
2013,Khách 5878: e cao m6 nặng 56kg,m6
2014,Khách 5881: Size s khoang bao kg va cao bn vua ak?,Khách 5881: Size s khoang bao kg va cao bn vua ak?
2015,Khách 5889: Em cao có 1m5 năng 42kg măc vừa ko ạ,1m5
2016,Khách 5890: 1m58 nặng 55kg,1m58
2017,Khách 5893: Cao 1m 60 45ky ạ,1m 60
2018,"Khách 5902: Lấy mjh cái váy này .mjh nặng 45kg, cao 1m50",1m50
2019, Khách 9403: Chị cho e hỏi đầm đỏ cao 1m50 nag 40kg mặc vừa k ạ ?,1m50
2020, Khách 9408: Shop cho em hỏi size S cao và nặng bao nhiêu thì mặc vừa ạ, Khách 9408: Shop cho em hỏi size S cao và nặng bao nhiêu thì mặc vừa ạ
2021, Shop: dạ 1m53 40kg nha c,1m53
2022, Khách 9431: E cao 1m67 55 kg,1m67
2023, Khách 9462: 52 51kg 157m,157m
2024," Khách 9471: Sz 52 kg.1,m50","1,m50"
2025, Khách 9493: Chị 59ký cao mét 62 thì mặc size mấy,mét 62
2026, Khách 9493: 58ky Cao 1m62 vừa k em. Chất vải co Giang là chị mặc vừa,1m62
2027, Khách 9511: E 48 kg cao 1m51 Mac sz j,1m51
2028," Khách 9511: 49kg , cao 1m 52", 1m 52
2029, Shop: MẪU 1M53 NẶNG 43KG Ạ,1M53
2030, Khách 9525: E nặng 54kg cao 1m55,1m55
2031," Khách 9543: Size S c. 40 ki, 1m50",1m50
2032, Khách 9543: Vàng 215. 40ki cao 1m50 vừa k c???  Điên thoại :xxxxx,1m50
2033," Khách 9543: Mẫu này còn k c?  40ki, cao 1m50",1m50
2034, Khách 10764: 44kg 1m50 mac size j a,1m50
2035, Khách 10766: 52ki 1m55.eo tren 74ạ,1m55
2036, Khách 10769: Chi nang 55kg caoo 1.66 sai gi en, 1.66 
2037, Khách 10769: Cao 1.66 nang 55kg, 1.66 
2038, Khách 10769: Dam xanh dam co ao khoac. Cao 1.66 nang 55kg.xxxxx,1.66
2039, Khách 10770: 49kg 1m56,1m56
2040, Khách 10770: Alo shop ơi cho hỏi mình 49kg cao 1m56 thì nên mua size nào nhỉ tư vấn giúp mình nhé,1m56
2041, Khách 10864: Mình cao 1m53 nặng 48 ký có size k ak,1m53
2042, Khách 4056: E cao 1m52.nặng 47kg ạ..,1m52
2043," Khách 4056: E cao 1m52 ,nặng 47kg nha shop",1m52
2044, 1m47 nặng 40 cân,1m47
2045, Khách 4070: 55 kg cao 1m55,1m55
2046, Khách 4083: Mẫu này 1.58 nặng 55 kí vừa không shop,1.58
2047," Khách 4083: Cho c hỏi c 1.58 nặng 55 kg, size nào vừa",1.58 
2048, Shop: đầm pên e khoảng 52kg trên m6 mặc vua nhha  c,m6
2049, Khách 4106: Cho em hỏi shop có đồ size cho 70 kg cao 1m65 ko ạ,1m65
2050, Khách 4110: 52kg cao 1m59 nhe c,1m59
2051," Khách 4119: E cao 1m50 , nặng 50kg",1m50
2052, Khách 4121: Em cao 1m6 nặng 49kg,1m6
2053, Khách 4162: C cao 1m66 nặng 55kg mặc sz gì,1m66
2054,Khách 1325: m42 45kg vừa k shop,m42
2055,Khách 1326: T cao 1m59 nặng 49kg,1m59
2056,"Khách 1327: Cao 1m58, nặng 50kg  mặc size nào vậy",1m58
